county,office,district,party,candidate,votes
Dekalb,State Representative,93,Democrat,Colet Odenigbo,82
Dekalb,State Representative,93,Democrat,Dee Dawkins-Haigler,115
Dekalb,State Representative,93,Democrat,Jim Sendelbach,10
Dekalb,State Representative,93,Democrat,Malik Douglas,83
Dekalb,State Representative,93,Democrat,Traci Waites,26
Dekalb,State Representative,93,Write-In,Katesha Sagers,21
Rockdale,State Representative,93,Democrat,Colet Odenigbo,10
Rockdale,State Representative,93,Democrat,Dee Dawkins-Haigler,49
Rockdale,State Representative,93,Democrat,Jim Sendelbach,62
Rockdale,State Representative,93,Democrat,Malik Douglas,16
Rockdale,State Representative,93,Democrat,Traci Waites,70
Rockdale,State Representative,93,Write-In,Katesha Sagers,6
