county,office,district,party,candidate,votes
DOUGLAS,State Senate,35,Democrat,DONZELLA JAMES,278
DOUGLAS,State Senate,35,Democrat,TORREY JOHNSON,201
FULTON,State Senate,35,Democrat,DONZELLA JAMES,3148
FULTON,State Senate,35,Democrat,TORREY JOHNSON,2842
DEKALB,State House,58,Democrat,ASHA JACKSON,1264
DEKALB,State House,58,Democrat,SIMONE BELL,1199
FULTON,State House,58,Democrat,ASHA JACKSON,1077
FULTON,State House,58,Democrat,SIMONE BELL,1752
HARRIS,State House,129,Republican,KIP SMITH,1134
HARRIS,State House,129,Republican,STEVE EARLES,597
MUSCOGEE,State House,129,Republican,KIP SMITH,607
MUSCOGEE,State House,129,Republican,STEVE EARLES,222
TROUP,State House,129,Republican,KIP SMITH,278
TROUP,State House,129,Republican,STEVE EARLES,247
BALDWIN,State House,141,Democrat,DARRELL BLACK,1279
BALDWIN,State House,141,Independent,E CULVER(RUSTY) KIDD,2338
PUTNAM,State House,141,Democrat,DARRELL BLACK,19
PUTNAM,State House,141,Independent,E CULVER(RUSTY) KIDD,14
